sample_name,sample_material,sample_type,latitude,longitude,elevation_ground,min_depth,max_depth,location_type,location_name,location_comment,Er,Eu,Dy,Zr,Tb,Gd,Zn,Cu,S,Ho,La,Ni,Yb,V,Y,Sm,Ce,Cr,Nd,Sr,Ba,Co,Lu,Pr,Tm,Pt,Hf,Sc,Pd,Th,Nb,Ta,P2O5,SiO2,MnO,CaO,TiO2,Fe2O3,K2O,Cr2O3,FeO,Al2O3,Na2O,MgO
LITH03626751-AMP-HM-120522-006A,Basalt,Rock,-22.92235,117.36765,442,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",1.36,1.61,2.32,45.49,0.41,2.96,86.84,574.36,600,0.47,18.71,0,1.07,137.5,11.88,3.37,38.87,219,19.12,715.75,517.66,42.55,0.15,4.73,0.16,,1.34,15.5,,0.99,6.09,0.72,0.07,51.51,0.16,13.08,0.62,0.91,1.95,0.03,7.44,15.58,2.12,6.52
LITH03626751-HWD38-115.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,2371,18100,,,3389.47,,,,,,1826,,,,,,,,,,,,,,,0,45.29,0.12,0.26,0.01,0.29,0.03,0.26,8.2,0.08,0.52,43.45
LITH03626751-BSD097-766.00,Dacite,Rock,-30.39,121.63,376,-766,-766,Unknown,Black Swan,"Black Swan Orebody, lower felsics",1.04,0.85,2.02,160.95,0.34,2.55,53,25.58,,0.36,22.91,,0.93,95.93,17.05,3.19,45.83,60,18.12,244.09,311.24,13.86,0.15,5.11,0.14,,,,,3.62,,,0.15,69.27,0.03,3.2,0.62,0.2,2.21,0.008724071,1.66,18.56,1.76,2.27
LITH03626751-BSD020-380.60,Dacite,Rock,-30.39,121.63,376,-381,-381,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",0.87,2.52,2.52,183.66,0.61,6.37,58,14.26,1000,0.35,85.78,,0.79,65.98,20.89,10.55,164.96,,70.38,226.55,2641.67,3.29,0.12,19.79,0.12,,,,,15.39,,,0.36,64.32,0.08,3.75,0.7,0.43,4.77,,3.5,18.58,0.86,2.59
LITH03626751-BSD061F-635.80,Dacite,Rock,-30.39,121.64,374,-636,-636,Unknown,Black Swan,"Silver Swan, lower felsics",,,,175.06,,,5,9.82,800,,,,,32.82,10.94,,,8,,661.96,314.02,12.01,,,,,,,,,15,,0.17,70.92,0.06,5.44,0.6,0.16,0.73,,1.3,16.17,2.04,2.36
LITH03626751-Fort2015-94759,Dacite,Rock,-21.79,121.35,351,0,0,Unknown,Hamersley Basin North,,9.9,2.55,14.68,644.65,,15.5,54.06,0,0,3.25,112.2,0,10.4,9.18,81.6,18.05,214.2,0,91.9,15.3,0,60.2,1.6,,,,,5.1,,23.46,30.6,,0.11,76.29,0.08,0.13,0.41,0.41,7.21,0,3.34,11.22,0.08,0.68
LITH03626751-SSD667-195.4,Dacite,Rock,-28.74,121.26,415,0,0,Unknown,Sullivans South,Sullivans South Extension?,0.71,1.58,1.84,269.37,0.4,3.58,16.38,,,0.3,55.3,,0.71,68.62,,6.19,105.49,155,40.96,,,,0.1,11.67,0.1,,,,,11.88,4.6,,0.23,60.23,0.06,4.54,0.58,0.37,0.35,0.02,3.07,18.74,7.91,3.83
LITH03626751-AMP-HM-120525-026B,Basalt,Rock,-22.695822,117.88352,779,0,0,Unknown,Tom Price North,"North of Tom Price Syncline, South Hamersley Basin",3.18,1.12,4.91,143.66,0.78,4.88,82.24,46.78,93.76842,1.12,23.31,0,2.97,197.79,25.71,4.62,48.82,121,23.42,131.48,489.08,52.4,0.46,5.75,0.42,,4.26,29.14,,8.07,9.36,0.83,0.13,55.84,0.15,8.6,0.9,0.94,1.16,0.01,7.66,15.91,2.82,5.82
LITH03626751-BSD103-471.6,Dolerite,Rock,-30.39,121.63,376,-472,-472,Unknown,Black Swan,Southern Flank,,,,74.49,,,74,93.67,1700,,,,,167.32,17.19,,,212,,514.59,2712.79,42.26,,,,,,,,,,,0.1,49.43,0.16,12.41,0.71,1.04,1.83,0.03,8.44,18.07,0.56,7.16
LITH03626751-BSD086-132.10a,Dacite,Rock,-30.39,121.65,368,-132,-132,Unknown,Black Swan,"Southern flank, upper felsics",0.63,0.22,0.97,127.64,0.12,0.87,29,6,2700,0.2,6.38,,0.7,44.67,8.51,0.87,12.76,,5.21,82.97,353,5,0.1,1.38,0.1,,,,,2.34,,,0.01,73.14,0.05,1.02,0.51,0.29,3.04,,2.31,16.6,1.34,1.66
LITH03626751-BBWD14-181.5,Dacite,Rock,-27.08,120.46,535,-182,-182,Unknown,Albion Downs,Boo Boo Well South,0.93,0.42,1.59,44.23,0.24,1.18,120.62,46.53,200,0.39,1.13,1300.98,0.97,211.1,15.07,1.34,3.83,3042,3.92,4.86,6.03,,0.14,0.72,0.16,0.01013,0.85,,0.01777,0.18,1.64,0.2,0.06,48.13,0.19,8.58,0.71,1.29,0.07,0.44,10.48,8.41,0.04,21.46
LITH03626751-BSD080-224.40i,Dacite,Rock,-30.38,121.64,376,-224,-224,Unknown,Black Swan,"North of SS, LUM S oc",1.27,2.59,3.46,161.28,0.69,6.49,32,10.73,3200,0.51,77.93,,1.03,62.78,17.31,9.95,151.54,,64.94,640.8,1266.46,7.51,0.15,17.86,0.16,,,,,14.07,,,0.34,64.6,0.09,2.74,0.65,0.34,1.77,,2.79,17.35,6.74,2.52
LITH03626751-BSD030-300.15,Dacite,Rock,-30.39,121.64,374,-300,-300,Unknown,Black Swan,"Silver Swan, lower felsics",,,,143.23,,,9,29.07,100,,,,,68.92,14,,,28,,718.34,832.5,3.23,,,,,,,,,9,,0.14,73.36,0.03,5.12,0.52,0.22,1.72,,1.85,14.57,1.61,0.8
LITH03626751-EG 4512,Dolerite,Rock,-30.78,121.51,280,-585,-585,Unknown,Golden Mile Dolerite,unit5,2.42,0.75,3.93,53.17,0.67,3.2,79.35,28.21,400,0.8,2.96,,2.35,292.53,23.68,2.36,9.11,,7.46,54.59,146.5,47.06,0.33,1.33,0.34,,1.53,,,0.23,2.6,0.11,0.08,51.24,0.16,10.52,0.92,1.23,3.31,0.005192965,10.03,15.55,0.2,6.7
LITH03626751-HWD03-122.90,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,117,175,11900,,,2452.06,,,,,,4465,,,,141,,,,,,,,,,,0,46.41,0.4,4.96,0.06,0.73,0.09,0.65,9.02,4.11,0.16,33.84
LITH03626751-SXB04771,Basalt,Rock,-31.58,119.68,393,0,0,Unknown,Southern Cross Township,,5.9,2.04,8.73,69.64,1.3,8.99,210.1,67.11,,2,24.99,,4.86,222.57,,5.7,15.79,551,23.11,,,116.33,0.69,4.93,0.79,0.01046,0,,0.00523,2.3,3.13,0,0.01,54.81,0.27,8,0.69,1.2,0.44,0.08,9.74,15.37,2.56,6.74
LITH03626751-FOD2-196.9,Basalt,Rock,-32.27,119.74,426,0,0,Unknown,Antimony Nickel,Central,1.1,0.7,1.9,26,0.2,1.3,47,3,0,0.3,2.4,631.63,1.2,158,11,1.1,6.4,1327,4.5,6,,26,0.1,0.8,0.1,,,,,0.3,,,0,48.67,0.15,5.26,0.46,2.33,0.09,0.19,18.94,9.19,0.7,13.92
LITH03626751-BSD025-110.90ii,Dacite,Rock,-30.39,121.63,376,-111,-111,Unknown,Black Swan,"Silver Swan, upper felsics",0.77,0.95,1.66,136.59,0.31,2.6,14,58.37,200,0.28,21.36,,0.75,64.61,13.55,3.54,42.72,10,19.8,164.74,536.72,32.31,0.12,5.1,0.11,,,,,3.33,,,0.24,68.54,0.02,1.8,0.59,0.36,1.18,,2.95,15.86,5.67,2.74
LITH03626751-BSD020-169.70,Dacite,Rock,-30.39,121.63,376,-170,-170,Unknown,Black Swan,"Silver Swan, upper felsics",,,,145.21,,,32,8.36,,,,,,56.41,11.49,,,44,,463.85,297.74,8.36,,,,,,,,,,,0.22,68.03,0.09,2.29,0.65,0.33,0.74,0.006412999,2.73,15.93,6.27,2.66
LITH03626751-AMP-HM-120521-003F,Basalt,Rock,-23.0958,117.87456,504,0,0,Unknown,Paraburdoo East,"South of Tom Price Syncline, South Hamersley Basin",3.21,1.02,4.69,112.45,0.76,4.4,89.75,129.17,600,1.12,13.41,0,2.83,235.22,26.51,3.46,28.78,261,15.16,243.48,282.89,49.27,0.41,3.59,0.44,,3.09,33.01,,2.96,7.22,0.82,0.17,54.25,0.18,7.95,1.24,1.17,0.67,0.03,9.55,14.03,4.79,5.97
LITH03626751-BSD068-303.3,Dacite,Rock,-30.39,121.63,376,-303.3,-303.3,Unknown,Black Swan,,,,,184.24,,,20,3.12,,,,,,71.82,8.32,,,28,,341.43,219.64,4.16,,,,,,,,,,,0.14,75.43,0.01,1.8,0.55,0.1,1.41,,0.82,16.82,2.06,0.81
LITH03626751-EG 4620,Dolerite,Rock,-30.78,121.51,280,-449,-449,Unknown,Golden Mile Dolerite,"unit6, KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD",1.97,0.62,2.8,38.17,0.5,2.43,143.28,359.24,1000,0.64,2.78,,1.89,1100.27,18.71,1.71,6.84,,5.45,157.28,11.97,66.62,0.26,1.05,0.32,,1.49,,,0.21,1.71,0.1,0.06,49,0.2,9.18,1.77,1.89,0.06,,15.36,13.55,1.81,7.05
LITH03626751-BSD072-094.4,Dolerite,Rock,-30.39,121.63,376,-94,-94,Unknown,Black Swan,"North of SS, LUM S oc",,,,75.28,,,49,115,,,,,,308.42,19.43,,,,,135.99,2070,33,,,,,,,,,,,0.12,40.28,0.17,11.2,0.86,0.86,8.31,,6.99,22.39,0.22,8.61
LITH03626751-BSD027-206.70A,Dacite,Rock,-30.39,121.63,376,-207,-207,Unknown,Black Swan,"Silver Swan, upper felsics",0.73,0.65,1.57,126.05,0.24,2.1,12,23.11,,0.25,18.38,,0.77,56.72,13.65,2.99,39.91,28,17.85,203.79,105.04,8.4,0.12,4.62,0.11,,,,,2.62,,,0.18,69.67,0.02,2.88,0.54,0.32,0.74,,2.62,14.6,6.27,2.09
LITH03626751-659458,Basalt,Rock,-27.7,120.61,472,0,0,Unknown,Miranda Well,,,,,22,,,94,94,1000,,,390.3,,206,7,,,1095,,55,342,,,,,,,,,,,,,51.48,0.22,6.73,0.49,,0.77,0.16,10.63,12.2,3.01,14.31
LITH03626751-SXB04757,Basalt,Rock,-31.22,119.31,351,-81,-81,Unknown,Southern Cross Township,"Target 31, SONS OF GWALIA LTD",1.54,0.57,2.26,45.65,0.3,1.85,82.63,,,0.49,2.15,754.28,1.49,190.06,,1.38,5.55,1358,4.37,,,71.59,0.2,0.88,0.22,0.01028,0,,0.04628,0.3,6.17,0,0.02,53.63,0.2,10.69,0.53,1.21,0.1,0.19,9.82,6.73,1.41,15.32
LITH03626751-GD001-338.0,Dolerite,Rock,-30.18,121.45,427,0,0,Unknown,Gindalbie,Red Dam channel,3.06,1.12,5.5,73.45,0.71,4.08,90,163,3400,1.02,2.95,,3.06,364.21,26.53,3.06,9.18,137,8.16,91.82,183,44,0.51,1.53,0.51,,,,,0.2,,,0.1,51.75,0.22,9.23,1.4,1.44,0.69,0.02,11.7,13.86,2.22,7.24
LITH03626751-BSD079-376.55,Dacite,Rock,-30.37,121.63,381,-377,-377,Unknown,Black Swan,"Northern flank, lower felsics",,,,192.74,,,846,36.17,8400,,,,,98,13.06,,,34,,583.68,1021.44,15.96,,,,,,,,,,,0.3,65.23,0.05,3.16,0.82,0.28,0.66,,2.31,16.59,7.55,2.91
LITH03626751-659456,Basalt,Rock,-27.7,120.61,472,0,0,Unknown,Miranda Well,,1.22,0.51,2.15,25,0.3,1.53,87,67,200,0.4,1.12,207.52,1.22,194,10,1.22,2.76,753,2.66,82,112,,,,,,,,,,,,,50.77,0.21,9.79,0.49,,0.24,0.11,11.05,12.11,3.29,11.94
LITH03626751-HWD18-318.70,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,50,0,800,,,4279.38,,,,,,1169,,,,156,,,,,,,,,,,0,39.52,0.18,0.58,0.03,0,0.11,0.17,6.39,0.36,0.04,52.23
LITH03626751-EG 4630,Dolerite,Rock,-30.78,121.51,280,-453,-453,Unknown,Golden Mile Dolerite,"unit6, KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD",2.09,0.6,3.28,41.55,0.49,2.43,99.05,372.82,1200,0.6,2.69,,1.85,1096.04,19.27,1.83,6.89,,5.81,134.04,20.45,72.47,0.26,1.07,0.32,,1.61,,,0.21,1.83,0.21,0.06,49.25,0.19,8.44,1.7,1.88,0.13,,15.26,13.71,2.07,7.25
LITH03626751-HWD03-087.50,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,296,103,4200,,,2096.12,,,,,,2923,,,,114,,,,,,,,,,,0,47.81,0.18,6.63,0.14,0.84,0.02,0.42,8.7,5.01,0.14,30.08
LITH03626751-SXB04708,Rhyolite,Rock,-31.36,119.42,410,0,0,Unknown,Glendower,Target 32,0.05,,0.1,0,,,16.35,,600,0.02,0.5,,0.1,28.49,,0.1,0.81,1309,0.5,,,14.12,,0.12,,,0,,,0.71,1.01,0,0.006106986,94.65,0.02,0.09,0.15,0.25,0.02,0.19,2.05,2.21,0.06,0.27
LITH03626751-Fort2015-HM-109C,Basalt,Rock,-21.384321,117.15049,322,0,0,Unknown,Hamersley Basin North,HiTh Mafic North,3.01,1.3,4.72,115.96,0.74,4.49,81.79,96.18,100,0.98,17.18,0,2.72,202.93,26.09,4.07,35.09,326,17.49,333.7,821.26,46.43,0.43,4.27,0.41,,3.31,32.09,,4.65,6.52,0.62,0.1,54.4,0.16,8.13,0.88,1.08,2.25,0.04,8.8,14.94,2.51,6.64
LITH03626751-BSD016-441.40,Dacite,Rock,-30.39,121.64,374,-441,-441,Unknown,Black Swan,"Silver Swan, lower felsics",0.75,0.75,1.83,146.82,0.43,2.48,56,7.56,,0.32,15.11,,0.75,88.52,14.03,2.69,42.1,35,15.65,221.31,204.04,9.72,0.1,3.99,0.1,,,,,3.34,,,0.13,70.24,0.07,4.12,0.52,0.46,1.06,0.005049218,3.74,15.97,1.41,2.21
LITH03626751-BSD047-369.20,Dacite,Rock,-30.39,121.63,376,-369,-369,Unknown,Black Swan,"Cygnet, lower felsics",,,,120.97,,,52,5.34,,,,,,53.52,14.98,,,28,,384.32,293.32,4.27,,,,,,,,,14,,0.13,70.53,0.13,3.55,0.56,0.47,0.81,,3.88,16.99,1.76,1.19
LITH03626751-AMP-HM-120522-006C,Basalt,Rock,-22.922512,117.36773,441,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",1.16,0.33,1.97,42.39,0.33,1.94,108.22,29.9,22.39743,0.45,4.12,0,1.26,117.15,10.82,1.47,9.14,4771,5.69,7.14,9.37,139.75,0.2,1.29,0.23,,1.33,15.62,,0.73,2,0.44,0.07,46.24,0.14,2.14,0.45,0.95,0.02,0.69,11.54,5.44,0.07,32.61
LITH03626751-BD04-175.15,Basalt,Rock,-32.5,119.68,393,0,0,Unknown,Boojum,"Western, U1",2.3,2.7,4.3,232,1.2,7.2,85,38,4400,0.9,54,417.75,1.8,133,23,8.8,116,486,50,58,165,195,0.4,15,0.3,,,,,11.7,,,0,47.73,0.32,16.92,0.92,1.04,0.56,0.07,8.45,11.24,0.5,11.45
LITH03626751-BSD061B-566.60,Dacite,Rock,-30.39,121.64,374,-567,-567,Unknown,Black Swan,"Silver Swan, lower felsics",1.22,4.54,4.79,307.26,1.08,11.3,65,11.06,300,0.63,117.98,,0.73,65.13,20.89,19.66,251.95,240,120.44,2144.68,1150.38,19.66,0.1,31.34,0.13,,,,,16.59,,,0.87,54.85,0.06,15.39,0.88,0.42,0.87,0.03,3.43,14.36,2.13,6.64
LITH03626751-BSD027A-559.2B,Dacite,Rock,-30.39,121.63,376,-559,-559,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,57.19,,,174,13,300,,,,,187.9,5.84,,,479,,215.91,106,22,,,,,,,,,,,0.07,50.39,0.21,1.09,0.65,3.19,0.46,0.07,25.86,14.04,1.54,2.5
LITH03626751-BSD027B-593.4,Dacite,Rock,-30.39,121.63,376,-593.4,-593.4,Unknown,Black Swan,,,,,182.34,,,39,33.3,900,,,,,56.7,13.34,,,,,490.33,1478.78,3.33,,,,,,,,,,,0.34,64.78,0.09,6.45,0.66,0.4,2.59,,3.27,17.16,1.47,2.74
LITH03626751-HWD38-139.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,39,5400,,,3734.34,,,,,,1724,,,,,,,,,,,,,,,0,44.92,0.07,0.83,0.03,0.07,0.01,0.25,5.37,0.42,0.3,46.89
LITH03626751-FFD063-240.1,Andesite,Rock,-32.41,119.69,429,0,0,Unknown,Flying Fox,Western,,,,78,,,120,67,1100,,,,,232,20,,,,,59,50,60,0,,,,,,,,,,0,62.13,0.15,4.93,0.82,0.83,0.05,0,6.76,13.42,6.49,4.42
LITH03626751-W162,Basalt,Rock,-26.74,120.25,494,0,0,Unknown,Wiluna - Lake Way,,,,,14,,,47,66,100,,,476.17,,121,7,,,826,,122,131,48,,,,,,,,,,,,51.73,0.15,9.2,0.2,0.69,1.25,0.12,5.59,17.24,1.66,12.13
LITH03626751-CBD004-080.60,Basalt,Rock,-32.58,119.74,422,0,0,Unknown,Cosmic Boy,Eastern (N),,,,53,,,97,14,100,,,664.66,,234,17,,,1449,,109,271,67,,,,,,,,,,,0,53.08,0.18,9.65,0.68,1,1.67,0.21,8.1,9.64,1.41,14.3
LITH03626751-AMP-HM-120521-007A,Basalt,Rock,-22.924353,117.364395,428,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",4.69,2.51,6.65,143.52,1.02,5.99,92.18,82.76,62.93667,1.63,15.71,0,4.29,240.94,39.18,4.52,31.84,301,20.11,175.05,20,47.09,0.65,4.59,0.64,,4.08,31.42,,2.74,7.22,0.73,0.21,51.75,0.13,10.73,1.23,1.32,0.07,0.04,10.76,13.66,1.48,8.59
LITH03626751-FOD2-179.65,Basalt,Rock,-32.27,119.74,426,0,0,Unknown,Antimony Nickel,Central,1.7,0.5,2.8,53,0.3,1.8,42,,0,0.5,2.6,,1.9,246,17,1.6,7.8,278,6.4,84,18,35,0.2,1.1,0.2,,,,,0.5,,,0,53.67,0.14,8.39,0.79,1.42,0.15,0.04,11.53,12.62,2.78,8.42
LITH03626751-EG 4558,Dolerite,Rock,-30.78,121.51,280,-616,-616,Unknown,Golden Mile Dolerite,unit6,2.01,0.65,3.24,38.74,0.51,2.62,82.71,365.93,1300,0.65,2.06,,1.81,1172.1,19.15,2.17,6.96,,5.44,134.07,41.68,70.85,0.3,1.07,0.31,,1.3,,,0.21,1.52,0.1,0.05,49.41,0.19,9.35,1.63,1.85,0.22,,15.06,13.3,1.99,6.87
LITH03626751-AMP-HM-120524-021C,Basalt,Rock,-21.387573,117.15229,333,0,0,Unknown,Hamersley Basin North,"North Hamersley Basin, North Hamersley Basin",3.15,0.71,4.79,127.75,0.76,4.72,91.4,82.85,62.37829,1.1,22.01,0,2.75,196.3,26.9,4,45.18,107,20.46,252.08,1915.6,52.29,0.41,5.28,0.48,,3.73,30.12,,7.11,8.1,0.83,0.1,56.39,0.12,4.66,0.83,0.99,2.88,0.01,8.09,16.28,3.71,5.87
LITH03626751-ELD003-172.7iii,Dacite,Rock,-30.28,121.95,429,-173,-173,Unknown,Emu Lake,,1.63,0.92,2.69,129.96,0.41,2.37,95,42.85,10900,0.51,14.79,,1.37,77.13,14.79,2.48,29.05,39,12.25,215.55,243.03,16.72,0.24,3.06,0.23,,,,,3.48,,,0.11,66.77,0.07,3.13,0.56,0.61,1.84,0.005714092,4.96,15.43,4.49,1.91
LITH03626751-AMP-HM-120523-012B,Basalt,Rock,-23.153152,117.777145,455,0,0,Unknown,Paraburdoo East,"South of Tom Price Syncline, South Hamersley Basin",11.87,3.94,17.89,452.76,3.04,17.09,278.3,9.03,200,3.86,78.09,0,13.99,40.49,73.72,18.68,168.74,,84.63,93.14,62.72,11.41,2.12,20.66,1.87,,17.13,,,22.28,48.8,3.53,0.03,70.09,0.06,9.4,0.33,0.48,0.28,,3.96,12.56,0.85,1.93
LITH03626751-AMP-HM-120527-031B,Basalt,Rock,-22.8023,117.84253,681,0,0,Unknown,Tom Price South,"South of Tom Price Syncline, South Hamersley Basin",3.58,1.42,5.57,119.56,0.89,5.04,95.65,70.55,83.25293,1.25,12.37,0,3.39,198.58,30.46,4.03,28.28,113,16.94,276.87,456.22,42.25,0.51,3.75,0.5,,3.63,27.03,,2.21,5.71,0.51,0.18,54.29,0.11,7.31,1.12,1.09,0.94,0.01,8.83,16.25,3.33,6.49
LITH03626751-AMP-HM-120529-051D,Basalt,Rock,-22.583422,117.88049,747,0,0,Unknown,Pipeline,"North of Tom Price Syncline, South Hamersley Basin",3.9,1.57,6.27,166.08,0.94,5.47,53.64,3.61,20.65448,1.41,24.24,0,3.65,204.25,35.28,5.35,49.82,127,25.27,193.73,297.61,42.85,0.53,6.15,0.56,,4.74,27.85,,7.81,10.31,0.82,0.2,55,0.15,7.86,1.15,0.98,0.61,0.01,8.01,14.06,4.18,7.72
LITH03626751-AMP-HM-120525-026C,Basalt,Rock,-22.695543,117.88342,784,0,0,Unknown,Tom Price North,"North of Tom Price Syncline, South Hamersley Basin",3.25,1.06,5.19,140.76,0.82,5.05,86.54,61.04,100,1.13,25.54,0,2.98,201.23,28.04,4.9,53.07,128,23.77,150.46,369,49.25,0.47,6.12,0.44,,4.06,29.19,,7.74,9.07,0.83,0.13,55.39,0.15,8.39,0.88,0.99,0.75,0.01,8.09,15.93,2.99,6.25
LITH03626751-LMCD005-313.6,Basalt,Rock,-28.49,121.08,454,-314,-314,Unknown,Mount Clifford/Marshall Pool,"Mount Newman, SCOTIA NICKEL LTD",0.61,0.2,0.98,11.12,0.15,0.87,,30.46,600,0.2,1.28,2631.6,0.57,92.07,6.07,0.67,3.14,1800,2.24,15.17,,,0.08,0.45,0.08,0.00344,0.4,,0.00374,0.14,0.5,,0.02,45.33,0.17,2.69,0.24,0.65,0.02,0.26,9.78,4.87,0.03,35.71
LITH03626751-LMCD009-207.6,Basalt,Rock,-28.46,120.98,421,-208,-208,Unknown,Mount Clifford/Marshall Pool,"Mount Clifford dunite/gabbro complex, MCD Reef, SCOTIA NICKEL LTD",0.08,0.03,0.14,,0.02,0.11,,10.63,700,0.03,0.11,3652.74,0.09,45.55,,0.09,0.32,8508,0.28,3.5,,,0.01,0.04,0.01,0.33165,,,4.13115,,,,0.03,44.23,0.1,0.7,0.04,0.09,0.04,1.24,5.93,1.33,0.08,46.08
LITH03626751-BSD098-448.6i,Dacite,Rock,-30.39,121.63,376,-448.6,-448.6,Unknown,Black Swan,,,,,123.21,,,8,10.26,,,,,,57.5,8.21,,,1,,117.05,58.52,15.4,,,,,,,,,,,0.14,69.56,0.009241144,1.23,0.53,0.08,0.19,,0.65,16.61,8.78,2.17
LITH03626751-BSD020-137.90,Dacite,Rock,-30.39,121.63,376,-138,-138,Unknown,Black Swan,"Silver Swan, upper felsics",0.83,0.83,1.57,137.5,0.31,2.62,9,21.98,1100,0.31,13.64,,0.83,73.47,10.49,3.35,48.28,14,19.94,167.94,235.12,8.37,0.1,5.24,0.1,,,,,3.46,,,0.16,68.56,0.03,1.33,0.54,0.37,1.13,,3,16.08,6.42,2.33
LITH03626751-BSD071-397.9,Dacite,Rock,-30.39,121.63,376,-398,-398,Unknown,Black Swan,"Black Swan Orebody, lower felsics",,,,177.1,,,118,26,,,,,,75.73,14.66,,,,,416.5,302,4,,,,,,,,,,,0.16,47,0.31,12.68,0.59,0.88,0.84,,7.09,20.47,2.6,7.39
LITH03626751-AMP-HM-120528-042,Basalt,Rock,-23.195978,117.689445,409,0,0,Unknown,Paraburdoo West,"South of Tom Price Syncline, South Hamersley Basin",1.27,0.33,1.95,44.55,0.31,1.67,77.44,1.27,100,0.43,2.44,0,1.02,108.21,10.18,1.45,5.62,3666,4.77,10.92,39.46,97.76,0.21,0.93,0.18,,1.27,15.91,,0.68,2.12,0.21,0.07,50.67,0.16,9.1,0.45,1.19,0.01,0.53,9.71,6.07,0.07,22.25
LITH03626751-EG 4532,Dolerite,Rock,-30.78,121.51,280,-594,-594,Unknown,Golden Mile Dolerite,unit6,2.11,0.68,3.41,43.69,0.54,2.91,69.1,269.96,800,0.72,2.44,,1.97,1115.19,20.41,2.12,7.44,,6.05,104.6,10.41,71.56,0.3,1.13,0.31,,1.38,,,0.21,2.01,0.1,0.06,48.99,0.2,9.15,1.75,1.88,0.04,,15.26,13.31,1.91,7.39
LITH03626751-BSD077-378.3,Dacite,Rock,-30.39,121.63,376,-378.3,-378.3,Unknown,Black Swan,,,,,219.52,,,57,25.36,100,,,,,62.35,15.85,,,7,,111.87,210.3,8.45,,,,,,,,,,,0.03,67.1,0.03,0.27,0.54,0.34,1.47,,2.75,16.5,7.2,3.69
LITH03626751-AMP-HM-120524-023C,Basalt,Rock,-21.408455,117.15948,337,0,0,Unknown,Hamersley Basin North,"North Hamersley Basin, North Hamersley Basin",3.09,1.04,4.87,127.24,0.74,4.33,93.86,75.87,100,1.03,22.32,0,2.81,190.86,26.38,4.21,45.16,107,21.06,191.7,295.79,52.08,0.43,5.16,0.42,,3.65,29.2,,7.02,8.13,0.73,0.1,56.13,0.14,7.81,0.82,1.01,0.98,0.01,8.2,16.1,3.25,5.41
LITH03626751-LMCD005-216.8,Basalt,Rock,-28.49,121.08,454,-207,-207,Unknown,Mount Clifford/Marshall Pool,"Mount Newman, SCOTIA NICKEL LTD",0.66,0.13,1.11,11.39,0.16,0.96,,53.5,2300,0.22,0.68,2768.62,0.6,99.16,4.55,0.69,2.07,2074,1.89,6.83,,,0.08,0.35,0.09,0.01458,0.45,,0.02083,0.09,0.56,,0.02,45.51,0.15,2.37,0.22,0.52,0.01,0.3,8.64,4.88,0.04,37.13
LITH03626751-HWD03-135.20,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,71,12,5300,,,3754.51,,,,,,3814,,,,140,,,,,,,,,,,0,45.65,0.18,0.27,0.09,0.06,0.08,0.55,4.6,1.2,0.11,47.09
LITH03626751-659436,Basalt,Rock,-27.7,120.61,472,0,0,Unknown,Miranda Well,,0.94,0.73,1.57,20,0.21,1.26,213,62,1500,0.31,0.63,560.39,0.94,178,8,1.26,1.78,1574,1.89,73,263,,,,,,,,,,,,,48.64,0.33,10.51,0.39,,0.25,0.23,12.71,9.21,1.22,16.5
LITH03626751-ELD002-116.5,Dacite,Rock,-30.28,121.95,429,-116,-116,Unknown,Emu Lake,,,,,141.99,,,131,15.39,2800,,,,,117.29,18.52,,,16,,244.88,513.43,16.42,,,,,,,,,,,0.17,61.99,0.14,5.04,0.77,0.73,2.1,,5.92,15.81,3.82,3.43
LITH03626751-BSD19-258.17,Dacite,Rock,-30.39,121.63,376,-258.17,-258.17,Unknown,Black Swan,LIONORE AUSTRALIA (NICKEL) LTD,,,,80.81,,,35,5.05,100,,,,,11.11,6.06,,,,,104.05,1910.32,,,,,,,,,,,,,72.87,0.007071538,0.05,0.05,0.08,2.77,,0.7,18.02,5.24,0.18
LITH03626751-BSD075-218.4,Dacite,Rock,-30.39,121.63,376,-218,-218,Unknown,Black Swan,"Northern channel, lower felsics",,,,141.45,,,72,48,200,,,,,103.88,13.26,,,,,69.62,167,12,,,,,,,,,,,0.18,60.3,0.26,3.22,0.66,1.38,1.8,,11.2,14.48,3.14,3.39
